#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,source_batch
11,Attabotics Inc.,attabotics.com,Canada,3D warehouse robotics (structural storage),300,250-1k,core,"Total funding >USD 165M (incl. USD 71.8M Series C, 2021); backers incl. Canada Pension Plan Investment Board",Canadian 3D-storage robotics innovator (vertical goods-to-person) with institutional-scale backing; global retail/3PL client hospitality potential.,S7a
12,AUBO Robotics,aubo-robotics.com,China,Collaborative robots (cobots),600,250-1k,core,Total funding >USD 150M across multiple rounds; among China's top-3 cobot makers by shipment volume,Scaling cobot brand expanding into North America/Europe via a dedicated US subsidiary; F1 offers a global stage for its Western push.,S7a
13,AutoStore AS,autostoresystem.com,Norway,Warehouse cube-storage robotics,1000,250-1k,core,"Revenue ~USD 600M (2024), Oslo Bors-listed, strong gross margins",Swarm-robot cube storage system (dup — also flagged in a general Industrial & Engineering pass); pit-stop-choreography parallel and deep global retail/3PL C-suite reach.,S7a
14,B&R Industrial Automation GmbH (ABB),br-automation.com,Austria,PLC/PC-based control & motion (ABB subsidiary),3500,1k-5k,core,Subsidiary of ABB (parent revenue ~$32B),"High-performance PLC/motion-control brand under ABB; open, modular-control engineering story fits F1's systems-integration narrative.",S7b_v2
15,Balluff GmbH,balluff.com,Germany,Industrial sensors & connectivity,4000,1k-5k,core,"Revenue ~EUR 500M (est., private/family-owned)",Family-owned sensor specialist; F1 offers brand elevation versus listed sensor peers.,S7b_v2
16,Banner Engineering,bannerengineering.com,USA,Industrial sensors & indicator lights,2000,1k-5k,core,"Revenue ~$500M+ (est., private)",Mid-cap private sensor maker with global OEM reach; F1 gives brand lift versus larger listed peers.,S7b_v2
17,Bastian Solutions (Toyota Advanced Logistics),bastiansolutions.com,United States,Warehouse robotics & material-handling integration,2500,1k-5k,core,"Wholly owned subsidiary of Toyota Industries Corporation (parent revenue >USD 25B, listed, highly profitable)","Major US robotics/material-handling integrator inside the Toyota group; Toyota's motorsport heritage (WEC, WRC) makes an F1 crossover culturally credible.",S7a
18,Baumer Group,baumer.com,Switzerland,"Industrial sensors, encoders & vision",2700,1k-5k,core,"Revenue ~CHF 460M (est., private/family-owned)",Precision sensor and encoder maker; F1's rotational/positional-precision story is a natural fit for encoder technology.,S7b_v2
19,Baumüller Holding GmbH & Co. KG,baumueller.com,Germany,"Servo motors, drives & automation systems",2000,1k-5k,core,"Revenue ~EUR 300M (est., private/family-owned)",Servo/motion Mittelstand company; F1 gives international profile beyond its traditional machine-builder customer base.,S7b_v2
20,Beckhoff Automation GmbH & Co. KG,beckhoff.com,Germany,"PC-based control, EtherCAT, PLC/motion",5500,5k-10k,core,"Revenue ~EUR 1.4B (est., private/family-owned)",Fast-growing PC-based automation and industrial-Ethernet leader; real-time control-system expertise mirrors F1 systems engineering.,S7b_v2
21,Beijer Electronics Group AB,beijerelectronics.com,Sweden,HMI panels & industrial IT,900,250-1k,core,"Revenue ~SEK 2.3B (~$220M), public (Nasdaq Stockholm: BELE)",HMI/industrial-IT specialist just clearing the revenue gate; F1 offers outsized brand lift relative to its current scale.,S7b_v2
22,BEUMER Group GmbH & Co. KG,beumer.com,Germany,Material-handling & robotic sortation systems,5400,5k-10k,core,"Revenue ~EUR 1.15B (~USD 1.25B, 2023), private family-owned German logistics-automation group","Robotic sortation/palletizing and conveyor automation for global parcel, airport and manufacturing clients; strong logistics-sponsor overlap with F1's freight partners.",S7a
23,Bonfiglioli S.p.A.,bonfiglioli.com,Italy,"Gearmotors, drives & mobile hydraulics",4000,1k-5k,core,"Revenue ~EUR 1.1B (est., 2023), private family-owned Italian drive-technology group",Motorsport-nation heritage (Italy) drive-technology leader supplying gearmotors across global manufacturing; strong cultural fit alongside Ferrari-era engineering storytelling.,U07
24,Bosch Rexroth AG,boschrexroth.com,Germany,"Drives, motion control, hydraulics",31000,10k+,core,"Revenue ~EUR 6.5B (division of Bosch Group, parent revenue ~EUR 90B)",Verified F1-clean; power-transmission and motion-control giant with direct precision-engineering resonance.,S7b_v2
25,"Boston Dynamics, Inc.",bostondynamics.com,United States,"Advanced/humanoid & quadruped robots (Atlas, Spot)",1200,1k-5k,core,"Wholly owned by Hyundai Motor Group (parent revenue >USD 160B, listed, highly profitable) since 2021","The most globally recognizable advanced-robotics brand (Atlas, Spot); Hyundai Motor Group ownership brings direct automotive-sector budget and motorsport-adjacent brand ambitions (Hyundai WRC).",S7a
26,"Bright Machines, Inc.",brightmachines.com,United States,Software-defined robotic factory automation,700,250-1k,core,"Total funding ~USD 570M+ (incl. 2024 round); valuation ~USD 1.6B, backed by Sozo Ventures, Innovation Endeavors","AI-directed ""software-defined manufacturing"" robotics platform automating electronics assembly at scale; unicorn valuation and strong industrial-client base fit F1 sponsorship economics.",S7a
27,CHINT Group,chintglobal.com,China,Industrial automation & low-voltage electrical equipment,30000,10k+,core,"Revenue ~$8B+ (est., core listed unit CHINT New Energy is public; group scale large)",One of China's largest electrical/automation groups; strategic entry point for F1 into China's industrial-buyer market.,S7b_v2
28,Comau S.p.A.,comau.com,Italy,Industrial robot OEM & automation systems,9200,5k-10k,core,"Revenue ~EUR 900M (~USD 970M, 2023), private (One Equity Partners-owned, ex-Stellantis); global automotive integrator scale",Italian robotics/automation heritage (ex-Fiat) now independently owned and expanding; motorsport-nation brand story plus deep automotive-client hospitality reach.,S7a
29,Critical Manufacturing S.A. (ASMPT),criticalmanufacturing.com,Portugal,MES software for high-tech & semiconductor manufacturing,250,250-1k,core,"Wholly owned by ASMPT Ltd (HKEX: 0522, FY2023 revenue ~USD 1.8B) — far exceeds gates via parent",Portuguese MES specialist inside a major Asian semiconductor-equipment group; F1's growing Iberian fanbase and precision-manufacturing story fit well.,U07
30,Datalogic S.p.A.,datalogic.com,Italy,"Machine vision, barcode & sensors",3000,1k-5k,core,"Revenue ~EUR 600M, public (Borsa Italiana: DAL)","Italian precision-tech public company; natural cultural and geographic fit for F1 (Italian GP, Ferrari/motorsport heritage).",S7b_v2
31,Delta Electronics Robotics & Automation,deltaww.com,Taiwan,Industrial robot OEM & automation (parent: Delta Electronics),3000,1k-5k,core,"Parent Delta Electronics Inc. revenue ~TWD 470B (~USD 15B, 2024), TWSE-listed, highly profitable power/automation group",Robotics/automation division of a global power-electronics leader (also a major EV-charging and data-center supplier); F1's electrification storyline is a strong strategic fit for Delta's brand.,S7a
32,Denso Wave Incorporated,denso-wave.com,Japan,Industrial robot OEM (parent: Denso Corporation),3000,1k-5k,core,"Parent Denso Corporation revenue ~JPY 7.2T (~USD 49B, FY2024), one of the world's largest auto suppliers, highly profitable",Denso Wave robots sit inside a huge Tier-1 automotive-supplier parent already deep in motorsport-adjacent engineering; F1 offers a natural brand tie-in for the parent's mobility story.,S7a
33,DESTACO (Dover Corporation),destaco.com,United States,"Robot grippers, clamps & workholding",1200,1k-5k,core,"Parent Dover Corporation revenue ~USD 4.4B (2024), NYSE-listed, highly profitable diversified industrial group",Leading US gripping/clamping-technology brand inside a NYSE-listed industrial conglomerate; F1's American growth market fits Dover's brand-investment strategy.,S7a
34,"Dexterity, Inc.",dexterity.ai,United States,AI-powered warehouse robotic arms,600,250-1k,core,"Total funding >USD 300M (incl. 2024 round); valuation ~USD 1.65B+, backed by Lightspeed, Kleiner Perkins, Softbank",AI-robot arm maker automating palletizing/truck-loading for major logistics operators; unicorn scale plus a high-profile investor base ready for a marquee marketing platform.,S7a
35,DOBOT (Shenzhen Yuejiang Technology),dobot-robots.com,China,Collaborative & educational robots,500,250-1k,core,Total funding >USD 100M; broad global distribution (150+ countries) across industrial cobot and STEM-education lines,Widely distributed Chinese cobot/education-robot brand seeking premium industrial credibility; F1 audience overlap with STEM/education marketing angle.,S7a
36,Doosan Robotics Inc.,doosanrobotics.com,South Korea,Collaborative robots (cobots),550,250-1k,core,KRX-listed (IPO Oct 2023 raised ~USD 220M); post-IPO market cap has exceeded USD 1.5-2B at various points in 2024-2025,Korea's leading cobot maker with fresh public-market capital and an explicit global-growth mandate; F1 offers international brand-building beyond its Korea/US base.,S7a
37,DR. JOHANNES HEIDENHAIN GmbH,heidenhain.com,Germany,"CNC controls, encoders & motion feedback",2200,1k-5k,core,"Revenue ~EUR 1.0B (est., private/family-owned)",Leading independent CNC-control and precision-encoder maker; sub-micron positional accuracy is a direct product-message fit for F1.,S7b_v2
38,Dürr AG,durr.com,Germany,Paint-shop & assembly robotics/automation,19000,10k+,core,"Revenue ~EUR 4.4B (~USD 4.8B, 2024), listed on Frankfurt SE (MDAX), profitable global automation group",Global leader in automotive paint-shop and final-assembly robotics; not currently on F1's 2026 partner roster despite deep automotive-manufacturing ties across F1's OEM-backed teams.,S7a
39,ebm-papst Group,ebmpapst.com,Germany,"Industrial motors, fans & drive technology",15000,10k+,core,"Revenue ~EUR 2.6B (est., private/foundation-owned)",World-leading energy-efficient motor/fan technology group; efficiency-engineering story pairs with F1 hybrid-power messaging.,S7b_v2
40,"EFORT Intelligent Equipment Co., Ltd.",efort.com,China,Industrial robot OEM & automation systems,3200,1k-5k,core,"Revenue ~RMB 4.0B (~USD 555M, 2023), listed on Shenzhen SE, profitable diversified robotics group","One of China's largest robot/automation groups (welding, casting, EV-battery lines) with stated global ambitions; F1 differentiates vs Estun/Siasun domestically.",S7a
41,Element Logic AS,elementlogic.net,Norway,Warehouse robotics integration (AutoStore systems),900,250-1k,core,"Revenue ~NOK 3B+ (~USD 280M, 2023), private, world's largest AutoStore systems integrator",Leading global integrator of cube-storage robotics (AutoStore) for retail and logistics clients; Nordic-engineering brand story complementing F1's growing Scandinavian fanbase.,S7a
42,"Elite Robot Co., Ltd.",elite-robots.com,China,Collaborative robots (cobots),700,250-1k,core,"Revenue est. USD 100-200M (2024); backer includes SoftBank Vision Fund-adjacent investors, exporting to 100+ countries",One of China's fastest-scaling cobot exporters with a stated goal of global top-3 status; F1 aligns with its premium-brand international ambitions.,S7a
43,Epson Robots (Seiko Epson Corporation),epson.com,Japan,Industrial robot OEM (parent: Seiko Epson),3400,1k-5k,core,"Parent Seiko Epson revenue ~JPY 1.5T (~USD 10B, FY2024), listed, profitable global electronics/precision group",World's best-selling SCARA robot line under a globally known consumer/print brand parent; F1 gives Epson Robots stand-alone B2B visibility.,S7a
44,"Estun Automation Co., Ltd.",estun.com,China,Industrial robot OEM & motion control,3500,1k-5k,core,"Revenue ~RMB 3.7B (~USD 520M, 2023), listed on Shenzhen SE, China's top domestic robot-arm maker by shipments",China's largest homegrown industrial-robot brand pushing overseas expansion (Europe via Cloos acquisition); F1 offers global credibility as it competes with FANUC/ABB/KUKA internationally.,S7a
45,Exotec SAS,exotec.com,France,Warehouse AMR & goods-to-person robotics (Skypod),2000,1k-5k,core,"Total funding >USD 590M; valuation ~USD 2B (2022 Series D, led by Goldman Sachs, Nikko, Nvidia)",French warehouse-robotics unicorn (successor to the 6 River Systems generation of fulfillment AMRs) expanding globally from Europe/US; F1's French GP and European fanbase are a natural home-market tie-in.,S7a
46,FANUC Corporation,fanuc.co.jp,Japan,"Industrial robot OEM (articulated arms, CNC)",8200,5k-10k,core,"Revenue ~JPY 750B (~USD 5.1B, FY2024), highly profitable listed robot leader; #1 global installed base",World's largest industrial robot maker by installed base; F1 gives a consumer-recognizable halo for a brand known mainly to factory buyers; F1-clean (not on 2026 roster).,S7a
47,"FARO Technologies, Inc.",faro.com,USA,3D measurement & metrology,1200,1k-5k,core,"Revenue ~$320M, public (NASDAQ: FARO)",3D scanning/metrology leader; F1's obsessive part-tolerance culture is a direct product-fit story.,S7b_v2
48,Festo SE & Co. KG,festo.com,Germany,"Pneumatic & electric automation, grippers",21000,10k+,core,"Group revenue ~EUR 3.7B (~USD 4.0B, 2023), private family-owned German automation leader; verified F1-clean (no current F1 or team deal found)",Global automation/pneumatics leader (also runs a widely admired bionics/robotics research program); precision-motion-control brand with no current motorsport platform to leverage.,S7a
49,Fetch Robotics (Zebra Technologies),zebra.com,United States,Warehouse AMRs (parent: Zebra Technologies),300,250-1k,core,"Parent Zebra Technologies revenue ~USD 4.9B (2024), NASDAQ-listed, profitable enterprise-tech group",AMR fleet business inside a major enterprise-tech/data-capture company; F1 raises Zebra's automation-division profile versus Locus/Geek+.,S7a
50,Figure AI Inc.,figure.ai,United States,Humanoid robots (general purpose),300,250-1k,core,"Total funding >USD 1B (Series C, Sept 2025); post-money valuation USD 39B — investors incl. Nvidia, Microsoft, OpenAI Startup Fund, Bezos Expeditions","Best-funded humanoid-robot startup globally; F1's tech-forward, high-net-worth audience and manufacturer partner base align with Figure's BMW/logistics deployment pipeline.",S7a
51,Fives Group,fivesgroup.com,France,Industrial engineering & robotics integration,9000,5k-10k,core,"Revenue ~EUR 2.2B (~USD 2.4B, 2023), private employee/family-owned French industrial engineering group","French heavy-industry automation/robotics integrator (aerospace, steel, cement) with global manufacturing-client reach; motorsport-nation brand story for the French GP market.",S7a
52,Flexiv Ltd.,flexiv.com,China,Adaptive/force-controlled robots (industrial & humanoid),600,250-1k,core,"Total funding >USD 200M; valuation ~USD 1B+ (2023-24 rounds, investors incl. Meituan, Menlo Ventures)",Force-sensing adaptive robot-arm pioneer bridging industrial cobots and humanoid manipulation; unicorn-scale funding supports a premium global marketing push.,S7a
53,Fourier Intelligence,fourierintelligence.com,China,Humanoid & rehabilitation robots,700,250-1k,core,"Total funding >USD 200M across multiple rounds; valuation ~USD 1B+ (2024-25), GR-series humanoid deployed commercially",China-based humanoid maker with dual industrial and healthcare-robotics lines; unicorn-scale funding supports an international brand push.,S7a
54,"Fuji Electric Co., Ltd.",fujielectric.com,Japan,"Drives, PLC, power electronics for automation",26000,10k+,core,"Revenue ~$8.0B, public (TSE: 6504)",Broad power-electronics and drives portfolio; F1 hybrid-power-unit technology is a strong values match.,S7b_v2
55,Galbot,galbot.com,China,"Humanoid robots (general purpose, retail/industrial)",400,250-1k,core,"Total funding >USD 150M across multiple 2024-25 rounds; valuation reported near USD 1B, backed by Alibaba, Meituan",Fast-scaling Chinese humanoid maker spun from Peking University research with major internet-platform investors; growth trajectory mirrors Figure/AgiBot.,S7a
56,Gebo Cermex (Sidel Group / Tetra Laval),gebocermex.com,France,Packaging line automation & robotics integration,2000,1k-5k,core,"Part of Sidel Group, owned by Tetra Laval (parent group revenue >USD 12B, private, highly profitable)","Robotic packaging-line integrator inside the Tetra Laval group, serving global beverage and CPG manufacturers; F1's CPG sponsor roster (Nestle, PepsiCo, Heineken) is a natural cross-sell audience.",S7a
57,Geek+ Inc.,geekplus.com,China,Warehouse AMRs & fulfillment robotics,2000,1k-5k,core,Total funding >USD 390M; valuation ~USD 1.5-2B+ (unicorn since 2018); 750+ global customers across 40+ countries,World's largest AMR fleet deployment (by units); heavy global logistics/e-commerce client base gives strong B2B hospitality reach for F1.,S7a
58,Gimatic S.r.l. (Coesia Group),gimatic.com,Italy,Robot grippers & end-of-arm tooling,600,250-1k,core,"Part of Coesia Group (parent revenue ~EUR 2.1B, private Italian industrial holding, profitable)",Fast-growing Italian gripper/EOAT maker backed by the Coesia industrial group; motorsport-nation identity plus deep automotive/packaging client hospitality.,S7a
59,Graco Inc.,graco.com,United States,Fluid handling & dispensing automation systems,4300,1k-5k,core,"Revenue ~USD 2.2B FY2024, public (NYSE: GGG), highly profitable","Global leader in precision fluid-handling automation for paint, coatings and industrial applications; a strong-margin public company with brand-investment capacity.",U07
60,Grenzebach Maschinenbau GmbH,grenzebach.com,Germany,Automation & robotics systems integrator,2100,1k-5k,core,"Revenue ~EUR 500M+ (~USD 545M, 2023), private family-owned German industrial group","Heavy-industry robotics/automation integrator (glass, automotive, aerospace) with deep German-engineering credibility; F1's Mittelstand-adjacent brand-building potential.",S7a
61,GreyOrange Inc.,greyorange.com,United States,Warehouse AMR & fulfillment orchestration,900,250-1k,core,"Total funding >USD 270M; valuation ~USD 1B+ (unicorn since 2022), backed by Mithril Capital, Tiger Global","Global fulfillment-robotics platform (successor category to 6 River Systems) serving DHL, FedEx and major retailers; F1's global logistics-partner ecosystem is a direct sales channel.",S7a
62,"HAI Robotics Co., Ltd.",hairobotics.com,China,Autonomous case-handling / ACR robots,800,250-1k,core,"Total funding >USD 200M; valuation ~USD 1B+ (2022 Series D, SoftBank Vision Fund-backed)","Pioneer of autonomous case-handling robotics (ACR) for warehouses, deployed across 40+ countries; unicorn scale supports global brand marketing.",S7a
63,"Han's Robot Co., Ltd.",hanssrobot.com,China,Collaborative robots (cobots),800,250-1k,core,"Revenue est. USD 100-200M (2024); backed by Han's Laser Technology (parent listed, revenue >USD 2B)",Fast-growing Chinese cobot maker (top-3 domestic shipments) under a well-capitalized listed parent; global export push would benefit from F1 visibility.,S7a
64,Hanwha Robotics Corporation,hanwharobotics.com,South Korea,Collaborative & industrial robots,700,250-1k,core,Part of Hanwha Group (parent revenue >USD 50B); Hanwha Robotics itself IPO'd on KOSDAQ in 2025 raising ~USD 100M+,"Cobot/logistics-robot arm of a major Korean conglomerate (also owns Hanwha Aerospace, Hanwha Ocean); newly public with global-expansion capital.",S7a
65,Harmonic Drive Systems Inc.,hds.co.jp,Japan,Precision actuators & motion components,1800,1k-5k,core,"Revenue ~$300M (est.), public (TSE: 6324)",Precision-reduction-gear and actuator leader for robotics/automation; zero-backlash precision engineering mirrors F1 mechanical design values.,S7b_v2
66,HARTING Technology Group,harting.com,Germany,Industrial connectors & automation electronics,6400,5k-10k,core,"Revenue ~EUR 1.1B (est., family-owned)",Connector-technology group serving global machine builders; F1 gives international consumer-facing visibility.,S7b_v2
67,HIWIN Technologies Corp.,hiwin.com,Taiwan,Motion control components & robot arms,4500,1k-5k,core,"Revenue ~TWD 26B (~USD 800M, 2024), profitable TWSE-listed motion-control and robotics group","Motion-control leader (linear guides, ballscrews) that also builds its own articulated robot-arm line; F1 platform differentiates HIWIN's robotics push versus THK/NSK (dup note vs a general Industrial & Engineering pass).",S7a
68,Hollysys Automation Technologies,hollysys.com,China,"DCS, PLC & rail/process automation",9000,5k-10k,core,"Revenue ~$700M+ (est., taken private 2023-24 after Nasdaq listing)",Leading Chinese DCS/PLC vendor across process and rail automation; scale supports meaningful sponsorship investment.,S7b_v2
69,Humanoid Ltd.,humanoid.com,United Kingdom,Humanoid robots (industrial),200,100-250,core,Raised ~USD 152M Series A (2026) at a ~USD 1.35B post-money valuation — Europe's first pure-play humanoid-robotics unicorn,UK's newly minted humanoid unicorn scaling industrial deployment; F1's British motorsport-valley engineering talent pool is a natural recruiting/brand tie-in.,S7a
70,"Hyundai Electric & Energy Systems Co., Ltd.",hyundai-electric.com,South Korea,"Drives, switchgear & industrial automation",4300,1k-5k,core,"Revenue ~$3.0B, public (KRX: 267260)",Korean industrial electrical/automation major; F1's growing Asian audience is a strategic access point for the brand.,S7b_v2
71,Hyundai Robotics,hyundai-robotics.com,South Korea,Industrial robot OEM (part of Hyundai Heavy Industries Group),1200,1k-5k,core,"Parent Hyundai Heavy Industries Group revenue >USD 25B (2024), listed conglomerate, profitable",Korea's largest industrial robot maker inside a heavy-engineering conglomerate; strategic tie-in potential given HHI Group's separate Boston Dynamics/Hyundai Motor ownership across the wider group.,S7a
72,IAI Corporation,intelligentactuator.com,Japan,Electric actuators & SCARA/Cartesian robots,1500,1k-5k,core,"Revenue ~JPY 60B (~USD 400M, est.), private, profitable precision-automation specialist",Global leader in electric linear actuators feeding robotics/automation lines; F1 gives a low-profile ingredient brand global B2B visibility.,S7a
73,IDEC Corporation,idec.com,Japan,"PLC, HMI & industrial control components",2500,1k-5k,core,"Revenue ~$400M (est.), public (TSE: 6644)",Long-established PLC/HMI and safety-switch maker; reliability-engineering brand story fits F1's zero-failure culture.,S7b_v2
74,ifm electronic gmbh,ifm.com,Germany,Industrial sensors & IIoT,8500,5k-10k,core,"Revenue ~EUR 1.5B (est., private/foundation-owned)",Large private sensor/IIoT group; F1 data-driven performance story aligns with ifm's condition-monitoring pitch to industrial customers.,S7b_v2
75,IMI plc (Norgren),imiplc.com,UK,Precision pneumatic & fluid motion control,7300,5k-10k,core,"Revenue ~GBP 2.0B, public (LSE: IMI)",UK precision-motion-control group (Norgren); direct engineering and geographic fit with UK-based F1 teams.,S7b_v2
76,Inductive Automation,inductiveautomation.com,USA,SCADA/HMI software (Ignition),400,250-1k,core,"Revenue ~$200M+ (est., private, bootstrapped, dominant Ignition install base)","Fast-growing, unusually profitable private SCADA/HMI software company; F1 gives brand credibility to accelerate enterprise sales.",S7b_v2
77,"Inovance Technology Co., Ltd.",inovance.com,China,"Industrial robots, servo drives & automation",16000,10k+,core,"Revenue ~RMB 32B (~USD 4.4B, 2024), listed on Shenzhen SE, highly profitable China automation leader","China's largest domestic servo/automation and fast-growing robot-arm supplier; scale rivals global players, giving genuine F1-tier budget capacity.",S7a
78,"inVia Robotics, Inc.",inviarobotics.com,United States,Warehouse AMR-as-a-service (goods-to-person),150,100-250,core,Total funding >USD 100M; robotics-as-a-service model serving 3PL and e-commerce fulfillment centers,US warehouse-automation-as-a-service challenger to Locus/6 River-era incumbents; F1 platform would support enterprise-sales credibility building.,S7a
79,ISRA VISION AG (Atlas Copco),isravision.com,Germany,Machine vision & surface inspection,700,250-1k,core,"Subsidiary of Atlas Copco Group (parent revenue ~$13B, public)","Surface-inspection machine-vision brand under a well-capitalized industrial parent; quality-inspection precision is a strong F1 fit (dup-ok, distinct division as with prior precedent).",S7b_v2
80,J. Schmalz GmbH,schmalz.com,Germany,Vacuum grippers & handling technology,1500,1k-5k,core,"Revenue ~EUR 380M (~USD 410M, 2023), private family-owned German vacuum-technology leader","Global vacuum-gripping technology leader (robotics, logistics, glass/solar handling); F1's lightweight-materials handling (carbon fiber, aero parts) is an authentic use-case tie-in.",S7a
81,JR Automation (Hitachi Ltd.),jrautomation.com,United States,Robotic systems integration (parent: Hitachi),2200,1k-5k,core,"Wholly owned subsidiary of Hitachi Ltd. (parent revenue >USD 80B, TSE-listed, highly profitable)","Major North American robotic-systems integrator for automotive, EV-battery and life-sciences lines, backed by Hitachi's global balance sheet and its own motorsport-adjacent industrial brand ambitions.",S7a
82,Kassow Robots ApS,kassowrobots.com,Denmark,"Collaborative robots (7-axis cobots, parent: Kawasaki)",150,100-250,core,"Acquired by Kawasaki Heavy Industries (2023); parent Group revenue ~USD 13B, listed, profitable",Danish 7-axis cobot specialist now backed by Kawasaki's balance sheet; distinct standalone brand within KHI's robotics portfolio (dup note vs Kawasaki Robotics entry).,S7a
83,KEB Automation KG,keb.de,Germany,"Drives, servo & motion control",1900,1k-5k,core,"Revenue ~EUR 300M (est., private/family-owned)",Mid-size Mittelstand drive/motion specialist seeking global brand differentiation against larger listed peers.,S7b_v2
84,Keyence Corporation,keyence.com,Japan,"Machine vision, sensors, measurement",11000,10k+,core,"Revenue ~$5.6B, public (TSE: 6861), highest-margin industrial name in sector","Premium machine-vision brand with a high-margin, high-marketing-spend culture; F1's global engineering-precision narrative fits Keyence positioning directly.",S7b_v2
85,KHS GmbH,khs.com,Germany,Filling & packaging robotics integration (parent: Salzgitter),5500,5k-10k,core,"Subsidiary of Salzgitter AG (parent revenue ~EUR 9B, listed, profitable German industrial group)",German bottling/packaging-line robotics integrator inside a major listed steel/industrial conglomerate; global beverage-client hospitality overlap with F1's drinks sponsors.,S7a
86,Kollmorgen (Regal Rexnord Corporation),kollmorgen.com,United States,Servo motors & motion control for robotics,1500,1k-5k,core,"Parent Regal Rexnord Corporation revenue ~USD 6.3B (2024), NYSE-listed, profitable industrial-motion group","Precision servo-motor/motion-control brand feeding robot-arm and AMR drivetrains; F1's electrified-motion narrative (ERS, actuation) is an authentic technical fit.",S7a
87,Kontron AG,kontron.com,Germany,Industrial computing & IoT hardware,2200,1k-5k,core,"Revenue ~EUR 665M, public (FSE: KBC)",Embedded/industrial-computing supplier for automation OEMs; F1's real-time computing demands are a natural technical parallel.,S7b_v2
88,Krohne Group,krohne.com,Germany,Flow & level measurement instrumentation,4000,1k-5k,core,"Revenue ~EUR 700M (est., private/family-owned)",Family-owned flow/level instrumentation specialist; F1 offers international visibility beyond its process-industry niche.,S7b_v2
89,Krones AG,krones.com,Germany,Packaging automation & robotic palletizing systems,19000,10k+,core,"Revenue ~EUR 5.6B (2024), listed on Frankfurt SE, profitable global bottling/packaging automation leader",Global beverage/packaging automation group with a growing robotic-palletizing (Robobox) line; large industrial-client base and German-engineering brand fit for F1.,S7a
